id,series,series_label,episode,episode_label,task,task_label,speaker,speaker_label,roots,quote,studio
39,1,Series 1,3,The poet and the egg.,13,Throw a teabag into a mug,6,Romesh Ranganathan,"[""fuck""]",Fuck you!,0
40,1,Series 1,3,The poet and the egg.,13,Throw a teabag into a mug,6,Romesh Ranganathan,"[""fuck""]","Fuck you! Oh, my god!",0
41,1,Series 1,3,The poet and the egg.,14,Draw an image using a GPS device,4,Josh Widdicombe,"[""fuck""]","Come on, colour in, you fucker.",0
42,1,Series 1,3,The poet and the egg.,14,Draw an image using a GPS device,2,Greg Davies,"[""hell""]","He seemed to cover a hell of a distance, didn't he?",1
43,1,Series 1,3,The poet and the egg.,14,Draw an image using a GPS device,2,Greg Davies,"[""fuck""]","It's a really good painting, but why on earth do I want a picture of you? It's absolutely fucking preposterous.",1
44,1,Series 1,3,The poet and the egg.,15,Buy a gift for the Taskmaster,7,Tim Key,"[""shit""]","Yeah, sure. But I worry that usually if you go first, it's the shittest one.",1
45,1,Series 1,3,The poet and the egg.,15,Buy a gift for the Taskmaster,2,Greg Davies,"[""bastard""]","And the main use of them, of course, is I'll be able to see if there's any of those bastard pregnant women behind me.",1
46,1,Series 1,3,The poet and the egg.,15,Buy a gift for the Taskmaster,2,Greg Davies,"[""fuck""]",Is it real? Fuck me!,1
47,1,Series 1,3,The poet and the egg.,16,Get an egg as high as possible,6,Romesh Ranganathan,"[""fuck""]",Fuck.,0
48,1,Series 1,3,The poet and the egg.,16,Get an egg as high as possible,6,Romesh Ranganathan,"[""hell""]",I don't know what the hell to do.,0
49,1,Series 1,3,The poet and the egg.,16,Get an egg as high as possible,6,Romesh Ranganathan,"[""bollock""]","Oh, bollocks.",0
50,1,Series 1,3,The poet and the egg.,16,Get an egg as high as possible,7,Tim Key,"[""bollock"",""fuck""]",Bollocks. Crap. Fuck off.,0
51,1,Series 1,3,The poet and the egg.,16,Get an egg as high as possible,6,Romesh Ranganathan,"[""piss""]","Like, you're really pissing me off tonight, man.",1
52,1,Series 1,3,The poet and the egg.,16,Get an egg as high as possible,2,Greg Davies,"[""shit""]",I'm amazed I give a shit.,1
53,1,Series 1,3,The poet and the egg.,17,Stand up after 100 seconds,6,Romesh Ranganathan,"[""fuck""]",Fuck you.,1
54,1,Series 1,4,Down an octave.,19,The most beautiful item,2,Greg Davies,"[""tits""]","Looks like a badger that's sniffing its tits, doesn't it?",1
55,1,Series 1,4,Down an octave.,19,The most beautiful item,6,Romesh Ranganathan,"[""shit""]","Well, it doesn't have a happy ending unfortunately, 'cause he is a shithead now, but...",1
56,1,Series 1,4,Down an octave.,19,The most beautiful item,6,Romesh Ranganathan,"[""shit""]",Are you shitting me right now?,1
57,1,Series 1,4,Down an octave.,21,Count the baked beans,7,Tim Key,"[""fuck""]",Are you a fucking child?,1
58,1,Series 1,4,Down an octave.,21,Count the baked beans,2,Greg Davies,"[""fuck""]","Sadly for you, I am a child who's in charge of this fucking show.",1
59,1,Series 1,4,Down an octave.,20,Make a block of ice disappear,6,Romesh Ranganathan,"[""shit""]",Now I'm gonna try and smash the shit out the rest of it.,0
60,1,Series 1,4,Down an octave.,21,Count the baked beans,6,Romesh Ranganathan,"[""damn""]","I gotta be honest with you, I feel pretty damn good.",0
61,1,Series 1,4,Down an octave.,21,Count the baked beans,7,Tim Key,"[""damn""]",What I did was an inventive way of getting rid of this damn ice.,1
62,1,Series 1,4,Down an octave.,23,Score 11 points,6,Romesh Ranganathan,"[""hell""]",What does that mean? What the hell does that mean?,0
63,1,Series 1,4,Down an octave.,23,Score 11 points,7,Tim Key,"[""fuck""]",Fucking hard to get a point.,0
64,1,Series 1,4,Down an octave.,23,Score 11 points,7,Tim Key,"[""wank""]",You wanker.,0
65,1,Series 1,4,Down an octave.,23,Score 11 points,7,Tim Key,"[""wank""]",Wanker.,0
66,1,Series 1,4,Down an octave.,23,Score 11 points,7,Tim Key,"[""shit""]",Shit in the bucket?,0
67,1,Series 1,4,Down an octave.,23,Score 11 points,7,Tim Key,"[""fuck""]",Touching our heads? Fucking idiot.,0
68,1,Series 1,4,Down an octave.,23,Score 11 points,6,Romesh Ranganathan,"[""Christ""]","Oh, for Christ's sake. It's doing my head in already, this.",0
69,1,Series 1,4,Down an octave.,24,Fill an eggcup with tears,7,Tim Key,"[""shit""]","I don't wanna sort of ""spoiler alert"" my VT, but I was shit at it.",1
70,1,Series 1,4,Down an octave.,24,Fill an eggcup with tears,4,Josh Widdicombe,"[""fuck""]","I mean, there's fuck-all in there.",0
71,1,Series 1,4,Down an octave.,24,Fill an eggcup with tears,6,Romesh Ranganathan,"[""shit""]","Oh, shit!",0
72,1,Series 1,4,Down an octave.,24,Fill an eggcup with tears,6,Romesh Ranganathan,"[""fuck""]",Fuck!,0
73,1,Series 1,4,Down an octave.,24,Fill an eggcup with tears,6,Romesh Ranganathan,"[""fuck""]","Oh, fuck me!",0
74,1,Series 1,4,Down an octave.,24,Fill an eggcup with tears,6,Romesh Ranganathan,"[""shit""]","Oh, shit.",0
75,1,Series 1,4,Down an octave.,24,Fill an eggcup with tears,6,Romesh Ranganathan,"[""shit""]","Oh, shit.",0
76,1,Series 1,4,Down an octave.,26,Memorise an Australian Rules Football team,4,Josh Widdicombe,"[""wank""]",Yank Bank? Or... or Wank Plank.,1
77,1,Series 1,4,Down an octave.,26,Memorise an Australian Rules Football team,2,Greg Davies,"[""wank""]","I don't think he'd respond to ""the Wank Plank"".",1
78,1,Series 1,5,Little denim shorts.,27,The most valuable item,2,Greg Davies,"[""hell""]","£600 is a hell of a start though, isn't it?",1
79,1,Series 1,5,Little denim shorts.,27,The most valuable item,2,Greg Davies,"[""hell""]",Nearly four grand. It's a hell of an opener.,1
80,1,Series 1,5,Little denim shorts.,27,The most valuable item,2,Greg Davies,"[""fuck""]","Well, that's you well and truly fucked then, isn't it?",1
81,1,Series 1,5,Little denim shorts.,27,The most valuable item,6,Romesh Ranganathan,"[""bitch""]","Well, deal with it, bitch!",1
82,1,Series 1,5,Little denim shorts.,28,Move the boulder as far as possible,6,Romesh Ranganathan,"[""shit""]","When he turned up he said, ""You'll never guess, some crazy shithead wanted me to go to Camber Sands.""",1
83,1,Series 1,5,Little denim shorts.,28,Move the boulder as far as possible,6,Romesh Ranganathan,"[""prick""]",Do you understand why I can't deal with Mo? Mo is a prick!,1
84,1,Series 1,5,Little denim shorts.,28,Move the boulder as far as possible,2,Greg Davies,"[""piss""]",How long did you piss around with those balloons?,1
85,1,Series 1,5,Little denim shorts.,28,Move the boulder as far as possible,7,Tim Key,"[""piss""]","Pissed around for about... half an hour, I think.",1
86,1,Series 1,5,Little denim shorts.,30,Make a bed while holding hands,4,Josh Widdicombe,"[""shit""]","Oh, shit, watch out, watch out!",0
87,1,Series 1,5,Little denim shorts.,30,Make a bed while holding hands,4,Josh Widdicombe,"[""fuck""]","Come on, Rois, put some fuckin' effort in.",0
88,1,Series 1,5,Little denim shorts.,31,Make a Swedish person blush,2,Greg Davies,"[""shit""]","And a cheap, shit ring.",1
89,1,Series 1,6,The last supper.,33,The most satisfying item,2,Greg Davies,"[""shit""]","Yes, please, Greg. That's why we came, to see you shit yourself.",1
90,1,Series 1,6,The last supper.,33,The most satisfying item,6,Romesh Ranganathan,"[""prick""]","It's backfired, I look like a prick now.",1
91,1,Series 1,6,The last supper.,34,Play mini golf with eggs,6,Romesh Ranganathan,"[""shit""]",Shit.,0
92,1,Series 1,6,The last supper.,34,Play mini golf with eggs,6,Romesh Ranganathan,"[""shit"",""shit""]",Shit. Shit!,0
93,1,Series 1,6,The last supper.,34,Play mini golf with eggs,5,Roisin Conaty,"[""shit""]",I think you're all shit at golf.,1
94,1,Series 1,6,The last supper.,34,Play mini golf with eggs,2,Greg Davies,"[""shit""]",It sounds like even professional golf players are shit at golf.,1
95,1,Series 1,6,The last supper.,35,Stage a realistic home movie blooper,5,Roisin Conaty,"[""ass/arse""]",Hit his arse.,0
96,1,Series 1,6,The last supper.,35,Stage a realistic home movie blooper,5,Roisin Conaty,"[""ass/arse""]",Hit his arse!,0
97,1,Series 1,6,The last supper.,35,Stage a realistic home movie blooper,6,Romesh Ranganathan,"[""shit""]","""Oh, shit! Paddling pool, out of nowhere!""",1
98,1,Series 1,6,The last supper.,35,Stage a realistic home movie blooper,6,Romesh Ranganathan,"[""shit""]",It is a lot shitter than I thought it was gonna look.,1
99,1,Series 1,6,The last supper.,35,Stage a realistic home movie blooper,6,Romesh Ranganathan,"[""shit""]",And then I waited for the reveal and then there was none and then we had to defend that dogshit.,1
100,1,Series 1,6,The last supper.,36,Make an alphabet meal,5,Roisin Conaty,"[""shit""]",Shit the bed!,0
101,1,Series 1,6,The last supper.,36,Make an alphabet meal,4,Josh Widdicombe,"[""fuck""]","Oh, fuck off!",1
102,1,Series 1,6,The last supper.,36,Make an alphabet meal,6,Romesh Ranganathan,"[""fuck""]","Oh, for fuck's sake!",0
103,1,Series 1,6,The last supper.,37,Separate the blue sweets,5,Roisin Conaty,"[""fuck""]",Can the floor get fucked up?,1
104,1,Series 1,6,The last supper.,37,Separate the blue sweets,1,Alex Horne,"[""fuck""]","Yeah, it doesn't say whether the floor can get fucked up or not.",1
105,2,Series 2,7,Fear of failure.,38,The most important document,8,Doc Brown,"[""fuck""]",Just fucking awful.,1
106,2,Series 2,7,Fear of failure.,38,The most important document,9,Joe Wilkinson,"[""shit""]",Shit.,1
107,2,Series 2,7,Fear of failure.,38,The most important document,10,Jon Richardson,"[""shit""]",I can't believe we're believing that Joe Wilkinson is married and I'm gettin' shit.,1
108,2,Series 2,7,Fear of failure.,39,Place the exercise balls on the yoga mat,9,Joe Wilkinson,"[""shit""]","Ah, shit!",0
109,2,Series 2,7,Fear of failure.,39,Place the exercise balls on the yoga mat,10,Jon Richardson,"[""prick""]",Prick!,0
110,2,Series 2,7,Fear of failure.,39,Place the exercise balls on the yoga mat,9,Joe Wilkinson,"[""fuck""]",Fucking hate hills.,0
111,2,Series 2,7,Fear of failure.,39,Place the exercise balls on the yoga mat,10,Jon Richardson,"[""fuck""]","Fuck you, Alex.",0
112,2,Series 2,7,Fear of failure.,39,Place the exercise balls on the yoga mat,8,Doc Brown,"[""fuck"",""shit""]",Fuck! Shit!,0
113,2,Series 2,7,Fear of failure.,40,Get the potato into the hole,10,Jon Richardson,"[""bastard""]",Bastard.,0
114,2,Series 2,7,Fear of failure.,40,Get the potato into the hole,10,Jon Richardson,"[""bastard""]",Bastard!,0
115,2,Series 2,7,Fear of failure.,40,Get the potato into the hole,2,Greg Davies,"[""shit""]",How long did the shit Dalek take?,1
116,2,Series 2,7,Fear of failure.,40,Get the potato into the hole,9,Joe Wilkinson,"[""piss""]","And then I thought, ""Piece of piss.""",1
117,2,Series 2,7,Fear of failure.,40,Get the potato into the hole,8,Doc Brown,"[""fuck""]","This is fucking harsh, I'm just saying!",1
118,2,Series 2,7,Fear of failure.,41,Find out about the Swedish person,9,Joe Wilkinson,"[""shit""]",Nej? Shit!,0
119,2,Series 2,7,Fear of failure.,41,Find out about the Swedish person,9,Joe Wilkinson,"[""ass/arse""]",It sounded like arse-licking.,0
120,2,Series 2,7,Fear of failure.,41,Find out about the Swedish person,9,Joe Wilkinson,"[""ass/arse""]",Yeah. Arse-licking...,0
121,2,Series 2,7,Fear of failure.,41,Find out about the Swedish person,2,Greg Davies,"[""ass/arse""]",The only thing you managed to establish was that he didn't have an opinion on arse-licking.,1
122,2,Series 2,7,Fear of failure.,41,Find out about the Swedish person,8,Doc Brown,"[""fuck""]",Croupier! Fucking idiot.,0
123,2,Series 2,7,Fear of failure.,41,Find out about the Swedish person,10,Jon Richardson,"[""shit""]",Shit. Is he unemployed?,0
124,2,Series 2,7,Fear of failure.,41,Find out about the Swedish person,10,Jon Richardson,"[""fuck""]",Motherfucker!,0
125,2,Series 2,8,Pork is a sausage.,43,The trendiest item of clothing,9,Joe Wilkinson,"[""fuck""]",Fuck!,1
126,2,Series 2,8,Pork is a sausage.,44,Quickly eat an egg,10,Jon Richardson,"[""shit""]","Oh, shit.",0
127,2,Series 2,8,Pork is a sausage.,44,Quickly eat an egg,10,Jon Richardson,"[""fuck""]",Motherfucker!,0
128,2,Series 2,8,Pork is a sausage.,44,Quickly eat an egg,10,Jon Richardson,"[""whore""]",I'm not gonna hoover it off the table like some egg-hungry whore.,1
129,2,Series 2,8,Pork is a sausage.,45,Create a nursery rhyme video,2,Greg Davies,"[""fuck""]","It's no more disturbing than seeing a peanut fucked up by a train, though, is it?",1
130,2,Series 2,8,Pork is a sausage.,45,Create a nursery rhyme video,8,Doc Brown,"[""prick""]",♪ Then I let that little prick go again ♪,0
131,2,Series 2,8,Pork is a sausage.,45,Create a nursery rhyme video,8,Doc Brown,"[""fuck""]","♪ Motherfucker bit my finger, bro ♪",0
132,2,Series 2,8,Pork is a sausage.,45,Create a nursery rhyme video,2,Greg Davies,"[""shit""]","Ah, Joe. It's gonna be shit, innit, mate?",1
133,2,Series 2,8,Pork is a sausage.,46,A photo of an object that looks like you,2,Greg Davies,"[""shit""]","If I'd have just seen the picture, I'd have said it was shit, but up close it's incredible.",1
134,2,Series 2,8,Pork is a sausage.,47,Order a pizza without using certain words,2,Greg Davies,"[""dick""]",Like she's the dick in this scenario.,1
135,2,Series 2,8,Pork is a sausage.,48,Put potatoes in a basket,11,Katherine Ryan,"[""fuck""]","Oh, you little fucker!",0
136,2,Series 2,8,Pork is a sausage.,48,Put potatoes in a basket,11,Katherine Ryan,"[""fuck""]",Get in the fucking thing!,0
137,2,Series 2,9,A pistachio eclair.,49,The best dinner party guest,2,Greg Davies,"[""fuck""]","If I am attending, I'm gonna be fucking awesome at that party.",1
138,2,Series 2,9,A pistachio eclair.,50,Impress the Mayor,9,Joe Wilkinson,"[""shit""]",Shit.,0
139,2,Series 2,9,A pistachio eclair.,50,Impress the Mayor,12,Richard Osman,"[""fuck""]","Of Amersham, we don't give two fucks.",0
140,2,Series 2,9,A pistachio eclair.,50,Impress the Mayor,2,Greg Davies,"[""fuck""]","Jugglers, we don't give a fuck about you.",1
141,2,Series 2,9,A pistachio eclair.,50,Impress the Mayor,10,Jon Richardson,"[""shit""]",Holy shit.,0
142,2,Series 2,9,A pistachio eclair.,50,Impress the Mayor,10,Jon Richardson,"[""fuck""]",Still less impressed than the fucking photo of an éclair.,0
143,2,Series 2,9,A pistachio eclair.,51,Make an unexpected silhouette,2,Greg Davies,"[""shit""]","I mean, I recognise that as a load of shit loosely thrown together.",1
144,2,Series 2,9,A pistachio eclair.,52,Buy a gift for the Taskmaster,2,Greg Davies,"[""shit""]","I just don't like that sort of novelty bullshit, but you pulled it back with the sweets.",1
145,2,Series 2,9,A pistachio eclair.,52,Buy a gift for the Taskmaster,2,Greg Davies,"[""shit""]","Yeah, but it makes me look like a shit, dunnit?",1
146,2,Series 2,9,A pistachio eclair.,53,"See no potato, hear no potato, speak no potato",8,Doc Brown,"[""hell""]",What fresh hell is this?,0
147,2,Series 2,9,A pistachio eclair.,53,"See no potato, hear no potato, speak no potato",4,Josh Widdicombe,"[""fuck"",""hell""]",Fuckin' hell.,0
148,2,Series 2,9,A pistachio eclair.,53,"See no potato, hear no potato, speak no potato",9,Joe Wilkinson,"[""shit""]","07... shit, what's my number?",0
149,2,Series 2,9,A pistachio eclair.,53,"See no potato, hear no potato, speak no potato",8,Doc Brown,"[""shit""]",An onion? Shit.,0
150,2,Series 2,9,A pistachio eclair.,53,"See no potato, hear no potato, speak no potato",8,Doc Brown,"[""shit""]","Oh, shit. Osman's got longer legs.",0
151,2,Series 2,9,A pistachio eclair.,54,Throw rabbits into a hat,10,Jon Richardson,"[""fuck""]",Fuckin' rabbit.,0
152,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,8,Doc Brown,"[""shit""]","Come on, you little shit.",0
153,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,8,Doc Brown,"[""bastard""]","Come on, you ginger bastard.",0
154,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,10,Jon Richardson,"[""bastard""]","Oh, you are a little bastard!",0
155,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,1,Alex Horne,"[""dick"",""dick""]",Jon also called the cat a dick and then he called me a dick.,1
156,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,2,Greg Davies,"[""dick""]",Why did he call you a dick?,1
157,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,8,Doc Brown,"[""shit""]","And it's some ginger piece of shit in a tree, who cares?",1
158,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,2,Greg Davies,"[""shit""]",You are calling the cat a ginger piece of shit?,1
159,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,11,Katherine Ryan,"[""fuck""]",Where's this fucking cat?,0
160,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,11,Katherine Ryan,"[""bitch""]",Son of a bitch!,0
161,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,11,Katherine Ryan,"[""bitch""]","""Son of a bitch!"", like that.",1
162,2,Series 2,10,Welcome to Rico Face.,56,Rescue Patatas from the tree,2,Greg Davies,"[""dick""]","Not as bad as calling you a dick, though, is it?",1
163,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,9,Joe Wilkinson,"[""shit""]",Right. Shit.,0
164,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,9,Joe Wilkinson,"[""fuck""]","Ah, fuck!",0
165,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,10,Jon Richardson,"[""fuck"",""hell""]",Fuckin' hell.,0
166,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,1,Alex Horne,"[""ass/arse""]",Is there some pineapple hidden in your arse?,0
167,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,9,Joe Wilkinson,"[""ass/arse""]",There is pineapple in my arse. Correct.,0
168,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,9,Joe Wilkinson,"[""ass/arse""]",Would it be possible for everyone not to look at my arse as I leave?,0
169,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,1,Alex Horne,"[""ass/arse""]","Could everyone not look at Joe's arse as he leaves, please?",0
170,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,2,Greg Davies,"[""ass/arse""]","So that was the strategy, yeah? Arse, crotch. Bish, bash, bosh. Done.",1
171,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,8,Doc Brown,"[""shit""]",I ate a shitload.,1
172,2,Series 2,10,Welcome to Rico Face.,57,Conceal a pineapple on your person,1,Alex Horne,"[""shit""]","Oh, yeah, and he ate a shitload.",1
173,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,8,Doc Brown,"[""fuck""]",Nice. Fucking loving that.,0
174,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,8,Doc Brown,"[""fuck""]",I think it's fucking great.,0
175,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,11,Katherine Ryan,"[""bitch""]","It looked like you could build something, but you genuinely had to use gaffer tape and a bossy bitch.",1
176,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,9,Joe Wilkinson,"[""shit""]","This is gonna be horse shit, isn't it?",0
177,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,9,Joe Wilkinson,"[""shit""]",It could be... this could be horse shit.,0
178,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,8,Doc Brown,"[""piss""]","I just assumed, when you played that first clip, that you cut out how genuinely pissed off Joe was.",1
179,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,2,Greg Davies,"[""shit""]",In the first second you said everything was horse shit.,1
180,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,10,Jon Richardson,"[""bastard""]","Oh, you little bastard.",0
181,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,10,Jon Richardson,"[""shit""]",Slight worries about the plan... and whether or not it's shit.,0
182,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,2,Greg Davies,"[""fuck""]","Well, I mean, honestly don't know what the fuck was going on there.",1
183,2,Series 2,10,Welcome to Rico Face.,59,Construct something for the Taskmaster,2,Greg Davies,"[""shit""]",Do you want me to pass judgment on this shit?,1
184,2,Series 2,10,Welcome to Rico Face.,60,Build the tallest tower using potato products,8,Doc Brown,"[""bastard""]","I'm gonna dance to the Average White Band, you bastard.",1
185,2,Series 2,11,There's strength in arches.,61,The best piece of memorabilia,2,Greg Davies,"[""shit""]",It looks like a shitty milk-bottle top.,1
186,2,Series 2,11,There's strength in arches.,61,The best piece of memorabilia,2,Greg Davies,"[""fuck""]","In third place, I'm putting Jon's Roman coin, just 'cause they're worth fuck-all.",1
187,2,Series 2,11,There's strength in arches.,61,The best piece of memorabilia,2,Greg Davies,"[""fuck""]","If you think that women are more important than Jocky Wilson, you fucking come to me.",1
188,2,Series 2,11,There's strength in arches.,62,Move items across a stream,11,Katherine Ryan,"[""bastard""]","Oh, you bastard!",0
189,2,Series 2,11,There's strength in arches.,62,Move items across a stream,2,Greg Davies,"[""prick""]","Bam! I get the job done as quickly as possible, even when some prick takes the wheels off the shopping trolley.",1
190,2,Series 2,11,There's strength in arches.,62,Move items across a stream,8,Doc Brown,"[""fuck""]",There's a fucking bridge there.,0
191,2,Series 2,11,There's strength in arches.,62,Move items across a stream,8,Doc Brown,"[""shit""]",Shit!,0
192,2,Series 2,11,There's strength in arches.,62,Move items across a stream,9,Joe Wilkinson,"[""shit""]",Shit...,0
193,2,Series 2,11,There's strength in arches.,62,Move items across a stream,12,Richard Osman,"[""fuck""]",Got no wheels. Fuck!,0
194,2,Series 2,11,There's strength in arches.,63,Create a stop-motion film starring a potato,9,Joe Wilkinson,"[""piss""]","Oh, piss off!",0
195,2,Series 2,11,There's strength in arches.,64,Build a bridge for the potato,2,Greg Davies,"[""fuck""]","You got to the P-O and thought, ""Fuck it. Pony, right?""",1
